 -1.00000000   3.79366790   0.00000000   0.00000000 
 -0.99959992   3.79366790   0.00000000   0.00000000 
 -0.99919984   3.79366790   0.00000000   0.00000000 
 -0.99879976   3.79366790   0.00000000   0.00000000 
 -0.99839968   3.79366790   0.00000000   0.00000000 
 -0.99799960   3.79366790   0.00000000   0.00000000 
 -0.99759952   3.79366790   0.00000000   0.00000000 
 -0.99719944   3.79366790   0.00000000   0.00000000 
 -0.99679936   3.79366790   0.00000000   0.00000000 
 -0.99639928   3.79366790   0.00000000   0.00000000 
 -0.99599920   3.79366790   0.00000000   0.00000000 
 -0.99559912   3.79366790   0.00000000   0.00000000 
 -0.99519904   3.79366790   0.00000000   0.00000000 
 -0.99479896   3.79366790   0.00000000   0.00000000 
 -0.99439888   3.79366790   0.00000000   0.00000000 
 -0.99399880   3.79366790   0.00000000   0.00000000 
 -0.99359872   3.79366790   0.00000000   0.00000000 
 -0.99319864   3.79366790   0.00000000   0.00000000 
 -0.99279856   3.79366790   0.00000000   0.00000000 
 -0.99239848   3.79366790   0.00000000   0.00000000 
 -0.99199840   3.79366790   0.00000000   0.00000000 
 -0.99159832   3.79366790   0.00000000   0.00000000 
 -0.99119824   3.79366790   0.00000000   0.00000000 
 -0.99079816   3.79366790   0.00000000   0.00000000 
 -0.99039808   3.79366790   0.00000000   0.00000000 
 -0.98999800   3.79366790   0.00000000   0.00000000 
 -0.98959792   3.79366790   0.00000000   0.00000000 
 -0.98919784   3.79366790   0.00000000   0.00000000 
 -0.98879776   3.79366790   0.00000000   0.00000000 
 -0.98839768   3.79366790   0.00000000   0.00000000 
 -0.98799760   3.79366790   0.00000000   0.00000000 
 -0.98759752   3.79366790   0.00000000   0.00000000 
 -0.98719744   3.79366790   0.00000000   0.00000000 
 -0.98679736   3.79366790   0.00000000   0.00000000 
 -0.98639728   3.79366790   0.00000000   0.00000000 
 -0.98599720   3.79366790   0.00000000   0.00000000 
 -0.98559712   3.79366790   0.00000000   0.00000000 
 -0.98519704   3.79366790   0.00000000   0.00000000 
 -0.98479696   3.79366790   0.00000000   0.00000000 
 -0.98439688   3.79366790   0.00000000   0.00000000 
 -0.98399680   3.79366790   0.00000000   0.00000000 
 -0.98359672   3.79366790   0.00000000   0.00000000 
 -0.98319664   3.79366790   0.00000000   0.00000000 
 -0.98279656   3.79366790   0.00000000   0.00000000 
 -0.98239648   3.79366790   0.00000000   0.00000000 
 -0.98199640   3.79366790   0.00000000   0.00000000 
 -0.98159632   3.79366790   0.00000000   0.00000000 
 -0.98119624   3.79366790   0.00000000   0.00000000 
 -0.98079616   3.79366790   0.00000000   0.00000000 
 -0.98039608   3.79366790   0.00000000   0.00000000 
 -0.97999600   3.79366790   0.00000000   0.00000000 
 -0.97959592   3.79366790   0.00000000   0.00000000 
 -0.97919584   3.79366790   0.00000000   0.00000000 
 -0.97879576   3.79366790   0.00000000   0.00000000 
 -0.97839568   3.79366790   0.00000000   0.00000000 
 -0.97799560   3.79366790   0.00000000   0.00000000 
 -0.97759552   3.79366790   0.00000000   0.00000000 
 -0.97719544   3.79366790   0.00000000   0.00000000 
 -0.97679536   3.79366790   0.00000000   0.00000000 
 -0.97639528   3.79366790   0.00000000   0.00000000 
 -0.97599520   3.79366790   0.00000000   0.00000000 
 -0.97559512   3.79366790   0.00000000   0.00000000 
 -0.97519504   3.79366790   0.00000000   0.00000000 
 -0.97479496   3.79366790   0.00000000   0.00000000 
 -0.97439488   3.79366790   0.00000000   0.00000000 
 -0.97399480   3.79366790   0.00000000   0.00000000 
 -0.97359472   3.79366790   0.00000000   0.00000000 
 -0.97319464   3.79366790   0.00000000   0.00000000 
 -0.97279456   3.79366790   0.00000000   0.00000000 
